HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.10_180_Vertical_Ego.png,Answer.10_90_other-aligned_4_8_2.png,Answer.11_270_Diagonal1_Ego.png,Answer.11_90_other-reversed_6_8_2.png,Answer.12_180_neither-aligned_1_9_3.png,Answer.12_270_Diagonal2_Ego.png,Answer.13_180_neither-aligned_2_8_4.png,Answer.13_90_Diagonal1_Other.png,Answer.14_180_neither-aligned_3_7_9.png,Answer.14_90_Diagonal2_Other.png,Answer.15_180_Diagonal1_Other.png,Answer.15_270_ego-aligned_2_4_6.png,Answer.16_180_Diagonal2_Other.png,Answer.16_270_ego-aligned_2_6_4.png,Answer.17_180_Horizontal_Other.png,Answer.17_270_ego-reversed_4_8_6.png,Answer.18_180_Vertical_Other.png,Answer.18_270_neither-aligned_1_9_3.png,Answer.19_270_Diagonal1_Other.png,Answer.19_270_neither-aligned_3_7_1.png,Answer.1_0_Diagonal1_Both.png,Answer.1_0_both-aligned_2_4_6.png,Answer.20_270_Diagonal2_Other.png,Answer.20_270_neither-aligned_3_7_9.png,Answer.21_270_other-aligned_2_6_8.png,Answer.22_270_other-aligned_6_8_2.png,Answer.23_270_other-reversed_4_8_2.png,Answer.2_0_Diagonal2_Both.png,Answer.2_0_both-aligned_2_6_4.png,Answer.3_0_Horizontal_Both.png,Answer.3_90_ego-aligned_2_4_6.png,Answer.4_0_Vertical_Both.png,Answer.4_90_ego-aligned_2_6_4.png,Answer.5_90_Diagonal1_Ego.png,Answer.5_90_ego-reversed_6_8_4.png,Answer.6_90_Diagonal2_Ego.png,Answer.6_90_neither-aligned_1_9_3.png,Answer.7_180_Diagonal1_Ego.png,Answer.7_90_neither-aligned_1_9_7.png,Answer.8_180_Diagonal2_Ego.png,Answer.8_90_neither-aligned_3_7_1.png,Answer.9_180_Horizontal_Ego.png,Answer.9_90_other-aligned_2_4_8.png,Answer.doNotRedirect,Answer.experiment,Answer.stimFile,Approve,Reject
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,11,Submitted,Tue Feb 13 11:16:14 PST 2018,Tue Feb 13 11:28:16 PST 2018,Thu Feb 15 11:28:16 PST 2018,,,,722,0% (0/0),0% (0/0),0% (0/0),both,,neither,,,partner,,partner,,partner,partner,,partner,,neither,,partner,,both,,neither,,both,,,,,neither,,neither,,neither,,partner,,neither,,neither,,partner,,neither,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,12,Submitted,Tue Feb 13 11:16:14 PST 2018,Tue Feb 13 11:19:07 PST 2018,Thu Feb 15 11:19:07 PST 2018,,,,173,0% (0/0),0% (0/0),0% (0/0),you,,you,,,you,,partner,,partner,partner,,partner,,partner,,partner,,partner,,both,,partner,,,,,both,,both,,both,,you,,you,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,13,Submitted,Tue Feb 13 12:43:12 PST 2018,Tue Feb 13 12:50:12 PST 2018,Thu Feb 15 12:50:12 PST 2018,,,,420,0% (0/0),0% (0/0),0% (0/0),,you,,you,you,,you,,you,,,you,,partner,,you,,you,,you,,both,,you,you,you,you,,both,,neither,,you,,you,,you,,you,,neither,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,14,Submitted,Tue Feb 13 11:16:15 PST 2018,Tue Feb 13 11:20:52 PST 2018,Thu Feb 15 11:20:52 PST 2018,,,,277,0% (0/0),0% (0/0),0% (0/0),you,,you,,,you,,partner,,partner,partner,,partner,,partner,,partner,,partner,,you,,partner,,,,,both,,both,,both,,you,,you,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,15,Submitted,Tue Feb 13 11:16:20 PST 2018,Tue Feb 13 11:30:21 PST 2018,Thu Feb 15 11:30:21 PST 2018,,,,841,0% (0/0),0% (0/0),0% (0/0),you,,you,,,you,,partner,,partner,partner,,partner,,partner,,partner,,partner,,you,,partner,,,,,partner,,both,,both,,you,,you,,you,,you,,you,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,16,Submitted,Tue Feb 13 11:16:36 PST 2018,Tue Feb 13 11:18:23 PST 2018,Thu Feb 15 11:18:23 PST 2018,,,,107,0% (0/0),0% (0/0),0% (0/0),,you,,both,both,,both,,both,,,partner,,partner,,both,,neither,,partner,,neither,,both,you,you,both,,neither,,partner,,partner,,both,,both,,you,,neither,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,17,Submitted,Tue Feb 13 11:16:59 PST 2018,Tue Feb 13 11:20:50 PST 2018,Thu Feb 15 11:20:50 PST 2018,,,,231,0% (0/0),0% (0/0),0% (0/0),,both,,both,you,,both,,partner,,,neither,,neither,,both,,you,,partner,,both,,both,you,you,both,,both,,partner,,partner,,partner,,both,,you,,partner,,neither,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,18,Submitted,Tue Feb 13 12:18:27 PST 2018,Tue Feb 13 12:22:43 PST 2018,Thu Feb 15 12:22:43 PST 2018,,,,256,0% (0/0),0% (0/0),0% (0/0),,neither,,both,partner,,both,,you,,,partner,,partner,,both,,neither,,partner,,neither,,you,you,you,both,,neither,,partner,,partner,,both,,partner,,you,,neither,,neither,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,19,Submitted,Tue Feb 13 11:15:52 PST 2018,Tue Feb 13 11:34:30 PST 2018,Thu Feb 15 11:34:30 PST 2018,,,,1118,100% (1/1),0% (0/0),0% (0/0),both,,neither,,,neither,,,,neither,neither,,neither,,partner,,both,,neither,,neither,,neither,,,,,neither,,both,,neither,,neither,,neither,,neither,,neither,,both,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,20,Submitted,Tue Feb 13 11:16:55 PST 2018,Tue Feb 13 11:58:34 PST 2018,Thu Feb 15 11:58:34 PST 2018,,,,2499,0% (0/0),0% (0/0),0% (0/0),,partner,,partner,neither,,neither,,neither,,,you,,you,,you,,neither,,neither,,both,,neither,partner,partner,partner,,both,,you,,you,,you,,neither,,neither,,neither,,partner,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,21,Submitted,Tue Feb 13 11:16:04 PST 2018,Tue Feb 13 11:23:32 PST 2018,Thu Feb 15 11:23:32 PST 2018,,,,448,0% (0/0),0% (0/0),0% (0/0),,you,,both,both,,both,,you,,,partner,,partner,,both,,both,,partner,,neither,,both,you,you,both,,neither,,partner,,partner,,both,,neither,,you,,both,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,22,Submitted,Tue Feb 13 11:17:08 PST 2018,Tue Feb 13 11:30:27 PST 2018,Thu Feb 15 11:30:27 PST 2018,,,,799,0% (0/0),0% (0/0),0% (0/0),both,,neither,,,neither,,neither,,neither,neither,,neither,,neither,,both,,neither,,neither,,neither,,,,,neither,,both,,both,,neither,,neither,,neither,,neither,,neither,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,23,Submitted,Tue Feb 13 11:17:06 PST 2018,Tue Feb 13 11:20:57 PST 2018,Thu Feb 15 11:20:57 PST 2018,,,,231,0% (0/0),0% (0/0),0% (0/0),,you,,you,you,,both,,neither,,,neither,,neither,,neither,,you,,neither,,neither,,neither,partner,you,you,,neither,,neither,,neither,,partner,,you,,neither,,you,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,24,Submitted,Tue Feb 13 11:16:32 PST 2018,Tue Feb 13 11:21:55 PST 2018,Thu Feb 15 11:21:55 PST 2018,,,,323,0% (0/0),0% (0/0),0% (0/0),,both,,both,both,,both,,you,,,both,,partner,,both,,neither,,partner,,both,,you,you,you,partner,,neither,,partner,,partner,,both,,partner,,you,,neither,,you,TRUE,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,25,Submitted,Tue Feb 13 11:16:36 PST 2018,Tue Feb 13 12:05:57 PST 2018,Thu Feb 15 12:05:57 PST 2018,,,,2961,0% (0/0),0% (0/0),0% (0/0),,partner,,partner,both,,both,,both,,,you,,partner,,you,,partner,,partner,,both,,both,both,both,partner,,both,,partner,,both,,you,,partner,,both,,partner,,partner,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,26,Submitted,Tue Feb 13 11:16:09 PST 2018,Tue Feb 13 11:20:30 PST 2018,Thu Feb 15 11:20:30 PST 2018,,,,261,0% (0/0),0% (0/0),0% (0/0),,you,,both,both,,both,,both,,,partner,,partner,,both,,both,,both,,neither,,both,you,you,both,,neither,,partner,,partner,,both,,you,,both,,both,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,27,Submitted,Tue Feb 13 11:16:58 PST 2018,Tue Feb 13 11:18:33 PST 2018,Thu Feb 15 11:18:33 PST 2018,,,,95,0% (0/0),0% (0/0),0% (0/0),both,,both,,,partner,,neither,,both,both,,neither,,neither,,both,,both,,neither,,partner,,,,,partner,,both,,neither,,neither,,partner,,both,,both,,neither,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,28,Submitted,Tue Feb 13 11:23:35 PST 2018,Tue Feb 13 11:28:45 PST 2018,Thu Feb 15 11:28:45 PST 2018,,,,310,0% (0/0),0% (0/0),0% (0/0),,both,,partner,partner,,neither,,neither,,,neither,,neither,,neither,,both,,partner,,neither,,you,partner,neither,neither,,neither,,neither,,neither,,neither,,both,,you,,both,,neither,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,29,Submitted,Tue Feb 13 11:16:18 PST 2018,Tue Feb 13 11:19:52 PST 2018,Thu Feb 15 11:19:52 PST 2018,,,,214,0% (0/0),0% (0/0),0% (0/0),,you,,partner,both,,both,,both,,,partner,,partner,,you,,partner,,partner,,both,,you,you,you,partner,,both,,partner,,partner,,both,,partner,,both,,partner,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,30,Submitted,Tue Feb 13 11:15:50 PST 2018,Tue Feb 13 11:25:31 PST 2018,Thu Feb 15 11:25:31 PST 2018,,,,581,0% (0/0),0% (0/0),0% (0/0),,you,,both,you,,both,,you,,,partner,,both,,you,,you,,partner,,both,,you,both,you,partner,,both,,both,,partner,,you,,both,,you,,both,,you,,2,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,31,Submitted,Tue Feb 13 11:15:55 PST 2018,Tue Feb 13 11:27:09 PST 2018,Thu Feb 15 11:27:09 PST 2018,,,,674,0% (0/0),0% (0/0),0% (0/0),partner,,neither,,,neither,,neither,,neither,you,,you,,you,,you,,neither,,neither,,neither,,,,,neither,,neither,,neither,,neither,,neither,,partner,,partner,,partner,,,1,{},,
3QHITW7OYO9C6FNGLHPATFFCFWLAQB,3XIJBB7LZ4OICI2KHBACI428FMIQ83,Object Judgments,You will make a number of judgments (20-24) about some objects in a picture,survey trial picture judgment,$0.60 ,Tue Feb 13 11:15:34 PST 2018,200,BatchId:3113781;OriginalHitTemplateId:920937340;,3600,172800,Tue Feb 20 11:15:34 PST 2018,,,32,Submitted,Tue Feb 13 11:16:29 PST 2018,Tue Feb 13 11:25:02 PST 2018,Thu Feb 15 11:25:02 PST 2018,,,,513,0% (0/0),0% (0/0),0% (0/0),,both,,you,you,,both,,both,,,both,,partner,,you,,you,,partner,,you,,you,partner,partner,partner,,neither,,partner,,partner,,both,,both,,partner,,neither,,you,,2,{},,
